Mois,Qualité,Territoire,Attribut,Valeur
01/02/2018,Données définitives,Normandie,Consommation totale,2951
01/02/2018,Données définitives,Normandie,Solde exportateur,3495
01/02/2018,Données définitives,Hauts-de-France,Production totale,5514
01/02/2018,Données définitives,Hauts-de-France,Production nucléaire,3533
01/02/2018,Données définitives,Hauts-de-France,Production thermique totale,1134
01/02/2018,Données définitives,Hauts-de-France,Production thermique charbon,0
01/02/2018,Données définitives,Hauts-de-France,Production thermique fioul,0
01/02/2018,Données définitives,Hauts-de-France,Production thermique gaz,1134
01/02/2018,Données définitives,Hauts-de-France,Production hydraulique,1
01/02/2018,Données définitives,Hauts-de-France,Production éolien,753
01/02/2018,Données définitives,Hauts-de-France,Production solaire,8
01/02/2018,Données définitives,Hauts-de-France,Production bioénergies,82
01/02/2018,Données définitives,Hauts-de-France,Consommation totale,5044
01/02/2018,Données définitives,Hauts-de-France,Solde exportateur,469
01/02/2018,Données définitives,PACA,Production totale,2361
01/02/2018,Données définitives,PACA,Production thermique totale,1105
01/02/2018,Données définitives,PACA,Production thermique charbon,119
01/02/2018,Données définitives,PACA,Production thermique fioul,15
01/02/2018,Données définitives,PACA,Production thermique gaz,970
01/02/2018,Données définitives,PACA,Production hydraulique,1038
01/02/2018,Données définitives,PACA,Production éolien,12
01/02/2018,Données définitives,PACA,Production solaire,89
01/02/2018,Données définitives,PACA,Production bioénergies,116
01/02/2018,Données définitives,PACA,Consommation totale,4190
01/02/2018,Données définitives,PACA,Solde exportateur,-1831
01/02/2018,Données définitives,Pays-de-la-Loire,Production totale,1005
01/02/2018,Données définitives,Pays-de-la-Loire,Production thermique totale,771
01/02/2018,Données définitives,Pays-de-la-Loire,Production thermique charbon,381
01/02/2018,Données définitives,Pays-de-la-Loire,Production thermique fioul,41
01/02/2018,Données définitives,Pays-de-la-Loire,Production thermique gaz,349
01/02/2018,Données définitives,Pays-de-la-Loire,Production hydraulique,2
01/02/2018,Données définitives,Pays-de-la-Loire,Production éolien,170
01/02/2018,Données définitives,Pays-de-la-Loire,Production solaire,29
01/02/2018,Données définitives,Pays-de-la-Loire,Production bioénergies,31
01/02/2018,Données définitives,Pays-de-la-Loire,Consommation totale,2962
01/02/2018,Données définitives,Pays-de-la-Loire,Solde exportateur,-1957
01/03/2018,Données définitives,Grand-Est,Production totale,9652
01/03/2018,Données définitives,Grand-Est,Production nucléaire,7122
01/03/2018,Données définitives,Grand-Est,Production thermique totale,1014
01/03/2018,Données définitives,Grand-Est,Production thermique charbon,339
01/03/2018,Données définitives,Grand-Est,Production thermique fioul,3
01/03/2018,Données définitives,Grand-Est,Production thermique gaz,671
01/03/2018,Données définitives,Grand-Est,Production hydraulique,694
01/03/2018,Données définitives,Grand-Est,Production éolien,674
01/03/2018,Données définitives,Grand-Est,Production solaire,72
01/03/2018,Données définitives,Grand-Est,Production bioénergies,74
01/03/2018,Données définitives,Grand-Est,Consommation totale,4581
01/03/2018,Données définitives,Grand-Est,Solde exportateur,4991
01/03/2018,Données définitives,Nouvelle-Aquitaine,Production totale,5132
01/03/2018,Données définitives,Nouvelle-Aquitaine,Production nucléaire,3858
01/03/2018,Données définitives,Nouvelle-Aquitaine,Production thermique totale,127
01/03/2018,Données définitives,Nouvelle-Aquitaine,Production thermique fioul,0
01/03/2018,Données définitives,Nouvelle-Aquitaine,Production thermique gaz,127
01/03/2018,Données définitives,Nouvelle-Aquitaine,Production hydraulique,594
01/03/2018,Données définitives,Nouvelle-Aquitaine,Production éolien,221
01/03/2018,Données définitives,Nouvelle-Aquitaine,Production solaire,225
01/03/2018,Données définitives,Nouvelle-Aquitaine,Production bioénergies,105
01/03/2018,Données définitives,Nouvelle-Aquitaine,Consommation totale,4389
01/03/2018,Données définitives,Nouvelle-Aquitaine,Solde exportateur,742
01/03/2018,Données définitives,Auvergne-Rhône-Alpes,Production totale,10569
01/03/2018,Données définitives,Auvergne-Rhône-Alpes,Production nucléaire,7256
01/03/2018,Données définitives,Auvergne-Rhône-Alpes,Production thermique totale,206
01/03/2018,Données définitives,Auvergne-Rhône-Alpes,Production thermique charbon,6
01/03/2018,Données définitives,Auvergne-Rhône-Alpes,Production thermique fioul,8
01/03/2018,Données définitives,Auvergne-Rhône-Alpes,Production thermique gaz,192
01/03/2018,Données définitives,Auvergne-Rhône-Alpes,Production hydraulique,2819
01/03/2018,Données définitives,Auvergne-Rhône-Alpes,Production éolien,122
01/03/2018,Données définitives,Auvergne-Rhône-Alpes,Production solaire,72
01/03/2018,Données définitives,Auvergne-Rhône-Alpes,Production bioénergies,92
01/03/2018,Données définitives,Auvergne-Rhône-Alpes,Consommation totale,6737
01/03/2018,Données définitives,Auvergne-Rhône-Alpes,Solde exportateur,3480
01/03/2018,Données définitives,Bourgogne-Franche-Comté,Production totale,421
01/03/2018,Données définitives,Bourgogne-Franche-Comté,Production thermique totale,118
01/03/2018,Données définitives,Bourgogne-Franche-Comté,Production thermique fioul,0
01/03/2018,Données définitives,Bourgogne-Franche-Comté,Production thermique gaz,118
01/03/2018,Données définitives,Bourgogne-Franche-Comté,Production hydraulique,120
01/03/2018,Données définitives,Bourgogne-Franche-Comté,Production éolien,143
01/03/2018,Données définitives,Bourgogne-Franche-Comté,Production solaire,17
01/03/2018,Données définitives,Bourgogne-Franche-Comté,Production bioénergies,20
01/03/2018,Données définitives,Bourgogne-Franche-Comté,Consommation totale,2183
01/03/2018,Données définitives,Bourgogne-Franche-Comté,Solde exportateur,-1765
01/03/2018,Données définitives,Bretagne,Production totale,486
01/03/2018,Données définitives,Bretagne,Production thermique totale,183
01/03/2018,Données définitives,Bretagne,Production thermique fioul,13
01/03/2018,Données définitives,Bretagne,Production thermique gaz,169
01/03/2018,Données définitives,Bretagne,Production hydraulique,43
01/03/2018,Données définitives,Bretagne,Production éolien,212
01/03/2018,Données définitives,Bretagne,Production solaire,14
01/03/2018,Données définitives,Bretagne,Production bioénergies,31
01/03/2018,Données définitives,Bretagne,Consommation totale,2411
01/03/2018,Données définitives,Bretagne,Solde exportateur,-1928
01/03/2018,Données définitives,Centre-Val de Loire,Production totale,7579
01/03/2018,Données définitives,Centre-Val de Loire,Production nucléaire,7178
01/03/2018,Données définitives,Centre-Val de Loire,Production thermique totale,75
01/03/2018,Données définitives,Centre-Val de Loire,Production thermique fioul,0
01/03/2018,Données définitives,Centre-Val de Loire,Production thermique gaz,75
01/03/2018,Données définitives,Centre-Val de Loire,Production hydraulique,21
01/03/2018,Données définitives,Centre-Val de Loire,Production éolien,245
01/03/2018,Données définitives,Centre-Val de Loire,Production solaire,20
01/03/2018,Données définitives,Centre-Val de Loire,Production bioénergies,38
01/03/2018,Données définitives,Centre-Val de Loire,Consommation totale,1926
01/03/2018,Données définitives,Centre-Val de Loire,Solde exportateur,5653
01/03/2018,Données définitives,France,Production totale,52502
01/03/2018,Données définitives,France,Production nucléaire,35678
01/03/2018,Données définitives,France,Production thermique totale,4953
01/03/2018,Données définitives,France,Production thermique charbon,837
01/03/2018,Données définitives,France,Production thermique fioul,179
01/03/2018,Données définitives,France,Production thermique gaz,3936
01/03/2018,Données définitives,France,Production hydraulique,7129
01/03/2018,Données définitives,France,Production éolien,3129
01/03/2018,Données définitives,France,Production solaire,796
01/03/2018,Données définitives,France,Production bioénergies,814
01/03/2018,Données définitives,France,Consommation totale,48493
01/03/2018,Données définitives,France,Solde exportateur,3101
01/03/2018,Données définitives,France,Echanges export,7101
01/03/2018,Données définitives,France,Echanges import,4000
01/03/2018,Données définitives,France,Echanges avec le Royaume-Uni,1094
01/03/2018,Données définitives,France,Echanges avec l'Espagne,-726
01/03/2018,Données définitives,France,Echanges avec l'Italie,1901
01/03/2018,Données définitives,France,Echanges avec la Suisse,1669
01/03/2018,Données définitives,France,Echanges avec l'Allemagne et la Belgique,-838
01/03/2018,Données définitives,Ile-de-France,Production totale,501
01/03/2018,Données définitives,Ile-de-France,Production thermique totale,375
01/03/2018,Données définitives,Ile-de-France,Production thermique charbon,0
01/03/2018,Données définitives,Ile-de-France,Production thermique fioul,29
01/03/2018,Données définitives,Ile-de-France,Production thermique gaz,346
01/03/2018,Données définitives,Ile-de-France,Production hydraulique,0
01/03/2018,Données définitives,Ile-de-France,Production éolien,13
01/03/2018,Données définitives,Ile-de-France,Production solaire,5
01/03/2018,Données définitives,Ile-de-France,Production bioénergies,107
01/03/2018,Données définitives,Ile-de-France,Consommation totale,7442
01/03/2018,Données définitives,Ile-de-France,Solde exportateur,-6940
01/03/2018,Données définitives,Occitanie,Production totale,4107
01/03/2018,Données définitives,Occitanie,Production nucléaire,1828
01/03/2018,Données définitives,Occitanie,Production thermique totale,57
01/03/2018,Données définitives,Occitanie,Production thermique fioul,0
01/03/2018,Données définitives,Occitanie,Production thermique gaz,56
01/03/2018,Données définitives,Occitanie,Production hydraulique,1643
01/03/2018,Données définitives,Occitanie,Production éolien,346
01/03/2018,Données définitives,Occitanie,Production solaire,172
01/03/2018,Données définitives,Occitanie,Production bioénergies,60
01/03/2018,Données définitives,Occitanie,Consommation totale,3859
01/03/2018,Données définitives,Occitanie,Solde exportateur,60
01/03/2018,Données définitives,Normandie,Production totale,5655
01/03/2018,Données définitives,Normandie,Production nucléaire,5093
01/03/2018,Données définitives,Normandie,Production thermique totale,332
01/03/2018,Données définitives,Normandie,Production thermique charbon,19
01/03/2018,Données définitives,Normandie,Production thermique fioul,31
01/03/2018,Données définitives,Normandie,Production thermique gaz,280
01/03/2018,Données définitives,Normandie,Production hydraulique,11
01/03/2018,Données définitives,Normandie,Production éolien,169
01/03/2018,Données définitives,Normandie,Production solaire,8
01/03/2018,Données définitives,Normandie,Production bioénergies,40
01/03/2018,Données définitives,Normandie,Consommation totale,2894
01/03/2018,Données définitives,Normandie,Solde exportateur,2761
01/03/2018,Données définitives,Hauts-de-France,Production totale,5106
01/03/2018,Données définitives,Hauts-de-France,Production nucléaire,3341
01/03/2018,Données définitives,Hauts-de-France,Production thermique totale,904
01/03/2018,Données définitives,Hauts-de-France,Production thermique charbon,0
01/03/2018,Données définitives,Hauts-de-France,Production thermique fioul,0
01/03/2018,Données définitives,Hauts-de-France,Production thermique gaz,904
01/03/2018,Données définitives,Hauts-de-France,Production hydraulique,1
01/03/2018,Données définitives,Hauts-de-France,Production éolien,762
01/03/2018,Données définitives,Hauts-de-France,Production solaire,7
01/03/2018,Données définitives,Hauts-de-France,Production bioénergies,88
01/03/2018,Données définitives,Hauts-de-France,Consommation totale,4956
01/03/2018,Données définitives,Hauts-de-France,Solde exportateur,150
01/03/2018,Données définitives,PACA,Production totale,2158
01/03/2018,Données définitives,PACA,Production thermique totale,839
01/03/2018,Données définitives,PACA,Production thermique charbon,91
01/03/2018,Données définitives,PACA,Production thermique fioul,16
01/03/2018,Données définitives,PACA,Production thermique gaz,731
01/03/2018,Données définitives,PACA,Production hydraulique,1060
01/03/2018,Données définitives,PACA,Production éolien,12
01/03/2018,Données définitives,PACA,Production solaire,127
01/03/2018,Données définitives,PACA,Production bioénergies,119
01/03/2018,Données définitives,PACA,Consommation totale,4042
01/03/2018,Données définitives,PACA,Solde exportateur,-1885
01/03/2018,Données définitives,Pays-de-la-Loire,Production totale,950
01/03/2018,Données définitives,Pays-de-la-Loire,Production thermique totale,672
01/03/2018,Données définitives,Pays-de-la-Loire,Production thermique charbon,381
01/03/2018,Données définitives,Pays-de-la-Loire,Production thermique fioul,31
01/03/2018,Données définitives,Pays-de-la-Loire,Production thermique gaz,260
01/03/2018,Données définitives,Pays-de-la-Loire,Production hydraulique,3
01/03/2018,Données définitives,Pays-de-la-Loire,Production éolien,203
01/03/2018,Données définitives,Pays-de-la-Loire,Production solaire,37
01/03/2018,Données définitives,Pays-de-la-Loire,Production bioénergies,33
01/03/2018,Données définitives,Pays-de-la-Loire,Consommation totale,2837
01/03/2018,Données définitives,Pays-de-la-Loire,Solde exportateur,-1886
01/04/2018,Données définitives,Grand-Est,Production totale,7596
01/04/2018,Données définitives,Grand-Est,Production nucléaire,5914
01/04/2018,Données définitives,Grand-Est,Production thermique totale,242
01/04/2018,Données définitives,Grand-Est,Production thermique charbon,48
01/04/2018,Données définitives,Grand-Est,Production thermique fioul,4
01/04/2018,Données définitives,Grand-Est,Production thermique gaz,190
01/04/2018,Données définitives,Grand-Est,Production hydraulique,762
01/04/2018,Données définitives,Grand-Est,Production éolien,514
01/04/2018,Données définitives,Grand-Est,Production solaire,100
01/04/2018,Données définitives,Grand-Est,Production bioénergies,61
01/04/2018,Données définitives,Grand-Est,Consommation totale,3523
01/04/2018,Données définitives,Grand-Est,Solde exportateur,4003
01/04/2018,Données définitives,Nouvelle-Aquitaine,Production totale,4002
01/04/2018,Données définitives,Nouvelle-Aquitaine,Production nucléaire,3028
01/04/2018,Données définitives,Nouvelle-Aquitaine,Production thermique totale,13
01/04/2018,Données définitives,Nouvelle-Aquitaine,Production thermique fioul,0
01/04/2018,Données définitives,Nouvelle-Aquitaine,Production thermique gaz,13
01/04/2018,Données définitives,Nouvelle-Aquitaine,Production hydraulique,452
01/04/2018,Données définitives,Nouvelle-Aquitaine,Production éolien,118
01/04/2018,Données définitives,Nouvelle-Aquitaine,Production solaire,278
01/04/2018,Données définitives,Nouvelle-Aquitaine,Production bioénergies,111
01/04/2018,Données définitives,Nouvelle-Aquitaine,Consommation totale,3269
01/04/2018,Données définitives,Nouvelle-Aquitaine,Solde exportateur,733
01/04/2018,Données définitives,Auvergne-Rhône-Alpes,Production totale,9426
01/04/2018,Données définitives,Auvergne-Rhône-Alpes,Production nucléaire,6338
01/04/2018,Données définitives,Auvergne-Rhône-Alpes,Production thermique totale,14
01/04/2018,Données définitives,Auvergne-Rhône-Alpes,Production thermique charbon,5
01/04/2018,Données définitives,Auvergne-Rhône-Alpes,Production thermique fioul,8
01/04/2018,Données définitives,Auvergne-Rhône-Alpes,Production thermique gaz,0
01/04/2018,Données définitives,Auvergne-Rhône-Alpes,Production hydraulique,2791
01/04/2018,Données définitives,Auvergne-Rhône-Alpes,Production éolien,102
01/04/2018,Données définitives,Auvergne-Rhône-Alpes,Production solaire,101
01/04/2018,Données définitives,Auvergne-Rhône-Alpes,Production bioénergies,77
01/04/2018,Données définitives,Auvergne-Rhône-Alpes,Consommation totale,5142
01/04/2018,Données définitives,Auvergne-Rhône-Alpes,Solde exportateur,3873
01/04/2018,Données définitives,Bourgogne-Franche-Comté,Production totale,259
01/04/2018,Données définitives,Bourgogne-Franche-Comté,Production thermique totale,16
01/04/2018,Données définitives,Bourgogne-Franche-Comté,Production thermique fioul,0
01/04/2018,Données définitives,Bourgogne-Franche-Comté,Production thermique gaz,16
01/04/2018,Données définitives,Bourgogne-Franche-Comté,Production hydraulique,81
01/04/2018,Données définitives,Bourgogne-Franche-Comté,Production éolien,114
01/04/2018,Données définitives,Bourgogne-Franche-Comté,Production solaire,27
01/04/2018,Données définitives,Bourgogne-Franche-Comté,Production bioénergies,19
01/04/2018,Données définitives,Bourgogne-Franche-Comté,Consommation totale,1619
01/04/2018,Données définitives,Bourgogne-Franche-Comté,Solde exportateur,-1365
01/04/2018,Données définitives,Bretagne,Production totale,239
01/04/2018,Données définitives,Bretagne,Production thermique totale,1
01/04/2018,Données définitives,Bretagne,Production thermique fioul,1
01/04/2018,Données définitives,Bretagne,Production thermique gaz,0
01/04/2018,Données définitives,Bretagne,Production hydraulique,48
01/04/2018,Données définitives,Bretagne,Production éolien,136
01/04/2018,Données définitives,Bretagne,Production solaire,22
01/04/2018,Données définitives,Bretagne,Production bioénergies,30
01/04/2018,Données définitives,Bretagne,Consommation totale,1757
01/04/2018,Données définitives,Bretagne,Solde exportateur,-1522
01/04/2018,Données définitives,Centre-Val de Loire,Production totale,6422
01/04/2018,Données définitives,Centre-Val de Loire,Production nucléaire,6190
01/04/2018,Données définitives,Centre-Val de Loire,Production thermique totale,0
01/04/2018,Données définitives,Centre-Val de Loire,Production thermique fioul,0
01/04/2018,Données définitives,Centre-Val de Loire,Production thermique gaz,0
01/04/2018,Données définitives,Centre-Val de Loire,Production hydraulique,18
01/04/2018,Données définitives,Centre-Val de Loire,Production éolien,142
01/04/2018,Données définitives,Centre-Val de Loire,Production solaire,28
01/04/2018,Données définitives,Centre-Val de Loire,Production bioénergies,41
01/04/2018,Données définitives,Centre-Val de Loire,Consommation totale,1384
01/04/2018,Données définitives,Centre-Val de Loire,Solde exportateur,5038
01/04/2018,Données définitives,France,Production totale,42741
01/04/2018,Données définitives,France,Production nucléaire,30592
01/04/2018,Données définitives,France,Production thermique totale,1173
01/04/2018,Données définitives,France,Production thermique charbon,248
01/04/2018,Données définitives,France,Production thermique fioul,96
01/04/2018,Données définitives,France,Production thermique gaz,828
01/04/2018,Données définitives,France,Production hydraulique,6975
01/04/2018,Données définitives,France,Production éolien,2164
01/04/2018,Données définitives,France,Production solaire,1039
01/04/2018,Données définitives,France,Production bioénergies,794
01/04/2018,Données définitives,France,Consommation totale,36276
01/04/2018,Données définitives,France,Solde exportateur,5597
01/04/2018,Données définitives,France,Echanges export,7903
01/04/2018,Données définitives,France,Echanges import,2305
01/04/2018,Données définitives,France,Echanges avec le Royaume-Uni,1030
01/04/2018,Données définitives,France,Echanges avec l'Espagne,1037
01/04/2018,Données définitives,France,Echanges avec l'Italie,1460
01/04/2018,Données définitives,France,Echanges avec la Suisse,1127
01/04/2018,Données définitives,France,Echanges avec l'Allemagne et la Belgique,940
01/04/2018,Données définitives,Ile-de-France,Production totale,122
01/04/2018,Données définitives,Ile-de-France,Production thermique totale,3
01/04/2018,Données définitives,Ile-de-France,Production thermique charbon,0
01/04/2018,Données définitives,Ile-de-France,Production thermique fioul,2
01/04/2018,Données définitives,Ile-de-France,Production thermique gaz,0
01/04/2018,Données définitives,Ile-de-France,Production hydraulique,1
01/04/2018,Données définitives,Ile-de-France,Production éolien,8
01/04/2018,Données définitives,Ile-de-France,Production solaire,8
01/04/2018,Données définitives,Ile-de-France,Production bioénergies,101
01/04/2018,Données définitives,Ile-de-France,Consommation totale,5297
01/04/2018,Données définitives,Ile-de-France,Solde exportateur,-5175
01/04/2018,Données définitives,Occitanie,Production totale,3610
01/04/2018,Données définitives,Occitanie,Production nucléaire,1590
01/04/2018,Données définitives,Occitanie,Production thermique totale,0
01/04/2018,Données définitives,Occitanie,Production thermique fioul,0
01/04/2018,Données définitives,Occitanie,Production thermique gaz,0
01/04/2018,Données définitives,Occitanie,Production hydraulique,1486
01/04/2018,Données définitives,Occitanie,Production éolien,264
01/04/2018,Données définitives,Occitanie,Production solaire,214
01/04/2018,Données définitives,Occitanie,Production bioénergies,53
01/04/2018,Données définitives,Occitanie,Consommation totale,2875
01/04/2018,Données définitives,Occitanie,Solde exportateur,554
01/04/2018,Données définitives,Normandie,Production totale,5443
01/04/2018,Données définitives,Normandie,Production nucléaire,5069
01/04/2018,Données définitives,Normandie,Production thermique totale,195
01/04/2018,Données définitives,Normandie,Production thermique charbon,12
01/04/2018,Données définitives,Normandie,Production thermique fioul,25
01/04/2018,Données définitives,Normandie,Production thermique gaz,158
01/04/2018,Données définitives,Normandie,Production hydraulique,13
01/04/2018,Données définitives,Normandie,Production éolien,115
01/04/2018,Données définitives,Normandie,Production solaire,13
01/04/2018,Données définitives,Normandie,Production bioénergies,34
01/04/2018,Données définitives,Normandie,Consommation totale,2190
01/04/2018,Données définitives,Normandie,Solde exportateur,3252
01/04/2018,Données définitives,Hauts-de-France,Production totale,3504
01/04/2018,Données définitives,Hauts-de-France,Production nucléaire,2460
01/04/2018,Données définitives,Hauts-de-France,Production thermique totale,406
01/04/2018,Données définitives,Hauts-de-France,Production thermique charbon,0
01/04/2018,Données définitives,Hauts-de-France,Production thermique fioul,0
01/04/2018,Données définitives,Hauts-de-France,Production thermique gaz,406
01/04/2018,Données définitives,Hauts-de-France,Production hydraulique,1
01/04/2018,Données définitives,Hauts-de-France,Production éolien,534
01/04/2018,Données définitives,Hauts-de-France,Production solaire,14
01/04/2018,Données définitives,Hauts-de-France,Production bioénergies,88
01/04/2018,Données définitives,Hauts-de-France,Consommation totale,3847
01/04/2018,Données définitives,Hauts-de-France,Solde exportateur,-342
01/04/2018,Données définitives,PACA,Production totale,1575
01/04/2018,Données définitives,PACA,Production thermique totale,42
01/04/2018,Données définitives,PACA,Production thermique charbon,-1
01/04/2018,Données définitives,PACA,Production thermique fioul,12
01/04/2018,Données définitives,PACA,Production thermique gaz,32
01/04/2018,Données définitives,PACA,Production hydraulique,1223
01/04/2018,Données définitives,PACA,Production éolien,8
01/04/2018,Données définitives,PACA,Production solaire,158
01/04/2018,Données définitives,PACA,Production bioénergies,141
01/04/2018,Données définitives,PACA,Consommation totale,3072
01/04/2018,Données définitives,PACA,Solde exportateur,-1498
01/04/2018,Données définitives,Pays-de-la-Loire,Production totale,389
01/04/2018,Données définitives,Pays-de-la-Loire,Production thermique totale,199
01/04/2018,Données définitives,Pays-de-la-Loire,Production thermique charbon,183
01/04/2018,Données définitives,Pays-de-la-Loire,Production thermique fioul,7
01/04/2018,Données définitives,Pays-de-la-Loire,Production thermique gaz,8
01/04/2018,Données définitives,Pays-de-la-Loire,Production hydraulique,2
01/04/2018,Données définitives,Pays-de-la-Loire,Production éolien,103
01/04/2018,Données définitives,Pays-de-la-Loire,Production solaire,51
01/04/2018,Données définitives,Pays-de-la-Loire,Production bioénergies,31
01/04/2018,Données définitives,Pays-de-la-Loire,Consommation totale,2129
01/04/2018,Données définitives,Pays-de-la-Loire,Solde exportateur,-1739
01/05/2018,Données définitives,Grand-Est,Production totale,8337
01/05/2018,Données définitives,Grand-Est,Production nucléaire,6851
01/05/2018,Données définitives,Grand-Est,Production thermique totale,89
01/05/2018,Données définitives,Grand-Est,Production thermique charbon,16
01/05/2018,Données définitives,Grand-Est,Production thermique fioul,3
01/05/2018,Données définitives,Grand-Est,Production thermique gaz,68
01/05/2018,Données définitives,Grand-Est,Production hydraulique,863
01/05/2018,Données définitives,Grand-Est,Production éolien,352
01/05/2018,Données définitives,Grand-Est,Production solaire,112
01/05/2018,Données définitives,Grand-Est,Production bioénergies,68
01/05/2018,Données définitives,Grand-Est,Consommation totale,3372
01/05/2018,Données définitives,Grand-Est,Solde exportateur,4897
01/05/2018,Données définitives,Nouvelle-Aquitaine,Production totale,4050
01/05/2018,Données définitives,Nouvelle-Aquitaine,Production nucléaire,3090
01/05/2018,Données définitives,Nouvelle-Aquitaine,Production thermique totale,18
01/05/2018,Données définitives,Nouvelle-Aquitaine,Production thermique fioul,0
01/05/2018,Données définitives,Nouvelle-Aquitaine,Production thermique gaz,17
01/05/2018,Données définitives,Nouvelle-Aquitaine,Production hydraulique,388
01/05/2018,Données définitives,Nouvelle-Aquitaine,Production éolien,86
01/05/2018,Données définitives,Nouvelle-Aquitaine,Production solaire,331
01/05/2018,Données définitives,Nouvelle-Aquitaine,Production bioénergies,135
01/05/2018,Données définitives,Nouvelle-Aquitaine,Consommation totale,3096
01/05/2018,Données définitives,Nouvelle-Aquitaine,Solde exportateur,953
01/05/2018,Données définitives,Auvergne-Rhône-Alpes,Production totale,10117
01/05/2018,Données définitives,Auvergne-Rhône-Alpes,Production nucléaire,6387
01/05/2018,Données définitives,Auvergne-Rhône-Alpes,Production thermique totale,14
01/05/2018,Données définitives,Auvergne-Rhône-Alpes,Production thermique charbon,6
01/05/2018,Données définitives,Auvergne-Rhône-Alpes,Production thermique fioul,8
01/05/2018,Données définitives,Auvergne-Rhône-Alpes,Production thermique gaz,0
01/05/2018,Données définitives,Auvergne-Rhône-Alpes,Production hydraulique,3452
01/05/2018,Données définitives,Auvergne-Rhône-Alpes,Production éolien,66
01/05/2018,Données définitives,Auvergne-Rhône-Alpes,Production solaire,106
01/05/2018,Données définitives,Auvergne-Rhône-Alpes,Production bioénergies,89
01/05/2018,Données définitives,Auvergne-Rhône-Alpes,Consommation totale,4886
01/05/2018,Données définitives,Auvergne-Rhône-Alpes,Solde exportateur,4879
01/05/2018,Données définitives,Bourgogne-Franche-Comté,Production totale,187
01/05/2018,Données définitives,Bourgogne-Franche-Comté,Production thermique totale,19
01/05/2018,Données définitives,Bourgogne-Franche-Comté,Production thermique fioul,0
01/05/2018,Données définitives,Bourgogne-Franche-Comté,Production thermique gaz,19
01/05/2018,Données définitives,Bourgogne-Franche-Comté,Production hydraulique,46
01/05/2018,Données définitives,Bourgogne-Franche-Comté,Production éolien,68
01/05/2018,Données définitives,Bourgogne-Franche-Comté,Production solaire,32
01/05/2018,Données définitives,Bourgogne-Franche-Comté,Production bioénergies,19
01/05/2018,Données définitives,Bourgogne-Franche-Comté,Consommation totale,1547
01/05/2018,Données définitives,Bourgogne-Franche-Comté,Solde exportateur,-1366
01/05/2018,Données définitives,Bretagne,Production totale,212
01/05/2018,Données définitives,Bretagne,Production thermique totale,1
01/05/2018,Données définitives,Bretagne,Production thermique fioul,1
01/05/2018,Données définitives,Bretagne,Production thermique gaz,0
01/05/2018,Données définitives,Bretagne,Production hydraulique,48
01/05/2018,Données définitives,Bretagne,Production éolien,97
01/05/2018,Données définitives,Bretagne,Production solaire,30
01/05/2018,Données définitives,Bretagne,Production bioénergies,34
01/05/2018,Données définitives,Bretagne,Consommation totale,1532
01/05/2018,Données définitives,Bretagne,Solde exportateur,-1325
01/05/2018,Données définitives,Centre-Val de Loire,Production totale,6976
01/05/2018,Données définitives,Centre-Val de Loire,Production nucléaire,6772
01/05/2018,Données définitives,Centre-Val de Loire,Production thermique totale,0
01/05/2018,Données définitives,Centre-Val de Loire,Production thermique fioul,0
01/05/2018,Données définitives,Centre-Val de Loire,Production thermique gaz,0
01/05/2018,Données définitives,Centre-Val de Loire,Production hydraulique,13
01/05/2018,Données définitives,Centre-Val de Loire,Production éolien,104
01/05/2018,Données définitives,Centre-Val de Loire,Production solaire,39
01/05/2018,Données définitives,Centre-Val de Loire,Production bioénergies,47
01/05/2018,Données définitives,Centre-Val de Loire,Consommation totale,1272
01/05/2018,Données définitives,Centre-Val de Loire,Solde exportateur,5704
01/05/2018,Données définitives,France,Production totale,42744
01/05/2018,Données définitives,France,Production nucléaire,30581
01/05/2018,Données définitives,France,Production thermique totale,846
01/05/2018,Données définitives,France,Production thermique charbon,158
01/05/2018,Données définitives,France,Production thermique fioul,100
01/05/2018,Données définitives,France,Production thermique gaz,587
01/05/2018,Données définitives,France,Production hydraulique,7723
01/05/2018,Données définitives,France,Production éolien,1601
01/05/2018,Données définitives,France,Production solaire,1173
01/05/2018,Données définitives,France,Production bioénergies,816
01/05/2018,Données définitives,France,Consommation totale,33994
01/05/2018,Données définitives,France,Solde exportateur,7851
01/05/2018,Données définitives,France,Echanges export,9468
01/05/2018,Données définitives,France,Echanges import,1616
01/05/2018,Données définitives,France,Echanges avec le Royaume-Uni,1297
01/05/2018,Données définitives,France,Echanges avec l'Espagne,1870
01/05/2018,Données définitives,France,Echanges avec l'Italie,1576
01/05/2018,Données définitives,France,Echanges avec la Suisse,464
01/05/2018,Données définitives,France,Echanges avec l'Allemagne et la Belgique,2642
01/05/2018,Données définitives,Ile-de-France,Production totale,130
01/05/2018,Données définitives,Ile-de-France,Production thermique totale,1
01/05/2018,Données définitives,Ile-de-France,Production thermique charbon,0
01/05/2018,Données définitives,Ile-de-France,Production thermique fioul,2
01/05/2018,Données définitives,Ile-de-France,Production thermique gaz,0
01/05/2018,Données définitives,Ile-de-France,Production hydraulique,6
01/05/2018,Données définitives,Ile-de-France,Production éolien,7
01/05/2018,Données définitives,Ile-de-France,Production solaire,11
01/05/2018,Données définitives,Ile-de-France,Production bioénergies,103
01/05/2018,Données définitives,Ile-de-France,Consommation totale,5008
01/05/2018,Données définitives,Ile-de-France,Solde exportateur,-4877
01/05/2018,Données définitives,Occitanie,Production totale,3217
01/05/2018,Données définitives,Occitanie,Production nucléaire,1186
